Wcoh,A,omega_c
5.0,2.299274952934811,0.263536780116164
10.0,2.2982720543870974,0.2636535497712022
20.0,2.2872935423138068,0.26659250449936245
40.0,2.294817242097633,0.2647373952914983
80.0,2.297851903514621,0.2635266608382036
160.0,2.2937329047908097,0.26484084873110225
